hour,week_day,id_day_type,day_hour,appliance_electricity_dpt1,hot_water_dpt1,occupancy_dpt1,ventilation_supply_temperature_dpt1,appliance_electricity_dpt2,hot_water_dpt2,occupancy_dpt2,ventilation_supply_temperature_dpt2,appliance_electricity_dpt3,hot_water_dpt3,occupancy_dpt3,ventilation_supply_temperature_dpt3,appliance_electricity_dpt4,hot_water_dpt4,occupancy_dpt4,ventilation_supply_temperature_dpt4,appliance_electricity_dpt5,hot_water_dpt5,occupancy_dpt5,ventilation_supply_temperature_dpt5,appliance_electricity_dpt6,hot_water_dpt6,occupancy_dpt6,ventilation_supply_temperature_dpt6,appliance_electricity_dpt7,hot_water_dpt7,occupancy_dpt7,ventilation_supply_temperature_dpt7,appliance_electricity_dpt8,hot_water_dpt8,occupancy_dpt8,ventilation_supply_temperature_dpt8,appliance_electricity_dpt9,hot_water_dpt9,occupancy_dpt9,ventilation_supply_temperature_dpt9,appliance_electricity_dpt10,hot_water_dpt10,occupancy_dpt10,ventilation_supply_temperature_dpt10,appliance_electricity_dpt11,hot_water_dpt11,occupancy_dpt11,ventilation_supply_temperature_dpt11,appliance_electricity_dpt12,hot_water_dpt12,occupancy_dpt12,ventilation_supply_temperature_dpt12,appliance_electricity_dpt13,hot_water_dpt13,occupancy_dpt13,ventilation_supply_temperature_dpt13,appliance_electricity_dpt14,hot_water_dpt14,occupancy_dpt14,ventilation_supply_temperature_dpt14
2601,5,1,9,94.66452817,16160.7,0,18.389414,410.2129554,16160.7,0,18.389414,144.5251322,16160.7,0,18.389414,581.6503954,16160.7,0,18.389414,96.16452817,16160.7,0,18.389414,411.7129554,16160.7,0,18.389414,3448.488247,27.6568,0,19,6304.063806,27.6568,0,16,3448.488247,27.6568,0,19,6304.063806,27.6568,0,16,3448.488247,27.6568,0,19,6304.063806,27.6568,0,16,3448.488247,27.6568,0,19,6304.063806,27.6568,0,16
2602,5,1,10,94.66452817,12539.5,0,18.658469,410.2129554,12539.5,0,18.658469,144.5251322,12539.5,0,18.658469,581.6503954,12539.5,0,18.658469,96.16452817,12539.5,0,18.658469,411.7129554,12539.5,0,18.658469,3461.223131,30.5359,0,19,6327.344015,30.5359,0,16,3461.223131,30.5359,0,19,6327.344015,30.5359,0,16,3461.223131,30.5359,0,19,6327.344015,30.5359,0,16,3461.223131,30.5359,0,19,6327.344015,30.5359,0,16
2603,5,1,11,95.07023329,10340.9,0,18.881685,411.9710109,10340.9,0,18.881685,144.9308373,10340.9,0,18.881685,583.4084509,10340.9,0,18.881685,96.57023329,10340.9,0,18.881685,413.4710109,10340.9,0,18.881685,3467.146334,31.609,0,19,6338.172018,31.609,0,16,3467.146334,31.609,0,19,6338.172018,31.609,0,16,3467.146334,31.609,0,19,6338.172018,31.609,0,16,3467.146334,31.609,0,19,6338.172018,31.609,0,16
2604,5,1,12,236.8867122,9306.3,0,18.985321,1026.509086,9306.3,0,18.985321,286.7473162,9306.3,0,18.985321,1197.946526,9306.3,0,18.985321,238.3867122,9306.3,0,18.985321,1028.009086,9306.3,0,18.985321,3467.442494,31.3681,0,19,6338.713419,31.3681,0,16,3467.442494,31.3681,0,19,6338.713419,31.3681,0,16,3467.442494,31.3681,0,19,6338.713419,31.3681,0,16,3467.442494,31.3681,0,19,6338.713419,31.3681,0,16
2605,5,1,13,183.6390907,9435.61,1,19.019202,770.564384,9435.61,1,19.019202,191.9782322,9435.61,1,19.019202,773.837824,9435.61,1,19.019202,153.7564504,9435.61,1,19.019202,630.0178761,9435.61,1,19.019202,3462.407772,30.6883,0,19,6329.509615,30.6883,0,16,3462.407772,30.6883,0,19,6329.509615,30.6883,0,16,3462.407772,30.6883,0,19,6329.509615,30.6883,0,16,3462.407772,30.6883,0,19,6329.509615,30.6883,0,16
2606,5,1,14,665.0758339,9564.93,1,18.937489,2856.790271,9564.93,1,18.937489,673.4149754,9564.93,1,18.937489,2860.063711,9564.93,1,18.937489,605.6472325,9564.93,1,18.937489,2606.341303,9564.93,1,18.937489,3452.338328,30.1743,0,19,6311.102009,30.1743,0,16,3452.338328,30.1743,0,19,6311.102009,30.1743,0,16,3452.338328,30.1743,0,19,6311.102009,30.1743,0,16,3452.338328,30.1743,0,19,6311.102009,30.1743,0,16
2607,5,1,15,1776.537645,8788.99,0,18.616616,7698.329796,8788.99,0,18.616616,1826.398249,8788.99,0,18.616616,7869.767236,8788.99,0,18.616616,1778.037645,8788.99,0,18.616616,7699.829796,8788.99,0,18.616616,3438.418803,29.3384,0,19,6285.6562,29.3384,0,16,3438.418803,29.3384,0,19,6285.6562,29.3384,0,16,3438.418803,29.3384,0,19,6285.6562,29.3384,0,16,3438.418803,29.3384,0,19,6285.6562,29.3384,0,16
2608,5,1,16,962.422703,7754.37,0,18.277806,4170.49838,7754.37,0,18.277806,1012.283307,7754.37,0,18.277806,4341.93582,7754.37,0,18.277806,963.922703,7754.37,0,18.277806,4171.99838,7754.37,0,18.277806,3423.018478,27.6442,0,19,6257.50339,27.6442,0,16,3423.018478,27.6442,0,19,6257.50339,27.6442,0,16,3423.018478,27.6442,0,19,6257.50339,27.6442,0,16,3423.018478,27.6442,0,19,6257.50339,27.6442,0,16
2609,5,1,17,94.66452817,7107.73,0,17.986828,410.2129554,7107.73,0,17.986828,144.5251322,7107.73,0,17.986828,581.6503954,7107.73,0,17.986828,96.16452817,7107.73,0,17.986828,411.7129554,7107.73,0,17.986828,3409.691273,25.6679,0,19,6233.140382,25.6679,0,16,3409.691273,25.6679,0,19,6233.140382,25.6679,0,16,3409.691273,25.6679,0,19,6233.140382,25.6679,0,16,3409.691273,25.6679,0,19,6233.140382,25.6679,0,16
2610,5,1,18,183.6390907,9176.95,1,17.833367,770.564384,9176.95,1,17.833367,191.9782322,9176.95,1,17.833367,773.837824,9176.95,1,17.833367,124.2104893,9176.95,1,17.833367,520.1154157,9176.95,1,17.833367,3399.62183,24.3143,0,19,6214.732775,24.3143,0,16,3399.62183,24.3143,0,19,6214.732775,24.3143,0,16,3399.62183,24.3143,0,19,6214.732775,24.3143,0,16,3399.62183,24.3143,0,19,6214.732775,24.3143,0,16
2611,5,1,19,539.5373407,11634.2,1,17.799486,2211.970098,11634.2,1,17.799486,381.7906322,11634.2,1,17.799486,1542.587538,11634.2,1,17.799486,275.2363864,11634.2,1,17.799486,1122.017693,11634.2,1,17.799486,3393.106308,23.8443,0,19,6202.821971,23.8443,0,16,3393.106308,23.8443,0,19,6202.821971,23.8443,0,16,3393.106308,23.8443,0,19,6202.821971,23.8443,0,16,3393.106308,23.8443,0,19,6202.821971,23.8443,0,16
2612,5,1,20,703.3971311,13444.8,1,17.83536,2922.02919,13444.8,1,17.83536,545.6504226,13444.8,1,17.83536,2252.64663,13444.8,1,17.83536,439.0961768,13444.8,1,17.83536,1832.076785,13444.8,1,17.83536,3388.071586,23.7206,0,19,6193.618168,23.7206,0,16,3388.071586,23.7206,0,19,6193.618168,23.7206,0,16,3388.071586,23.7206,0,19,6193.618168,23.7206,0,16,3388.071586,23.7206,0,19,6193.618168,23.7206,0,16
2613,5,1,21,616.7615956,12280.8,1,17.87522,2559.211041,12280.8,1,17.87522,479.7756184,12280.8,1,17.87522,1973.910481,12280.8,1,17.87522,381.7629306,12280.8,1,17.87522,1587.934373,12280.8,1,17.87522,3382.740704,23.6658,0,19,6183.872964,23.6658,0,16,3382.740704,23.6658,0,19,6183.872964,23.6658,0,16,3382.740704,23.6658,0,19,6183.872964,23.6658,0,16,3382.740704,23.6658,0,19,6183.872964,23.6658,0,16
2614,5,1,22,317.1009344,11763.5,1,17.927038,1311.091527,11763.5,1,17.927038,263.1578822,11763.5,1,17.927038,1062.118967,11763.5,1,17.927038,225.473151,11763.5,1,17.927038,915.5940205,11763.5,1,17.927038,3376.225182,22.5497,0,19,6171.96216,22.5497,0,16,3376.225182,22.5497,0,19,6171.96216,22.5497,0,16,3376.225182,22.5497,0,19,6171.96216,22.5497,0,16,3376.225182,22.5497,0,19,6171.96216,22.5497,0,16
2615,5,1,23,183.6390907,9435.6,1,17.970884,770.564384,9435.6,1,17.970884,191.9782322,9435.6,1,17.970884,773.837824,9435.6,1,17.970884,168.529431,9435.6,1,17.970884,684.9691063,9435.6,1,17.970884,3368.821179,20.8995,0,19,6158.427155,20.8995,0,16,3368.821179,20.8995,0,19,6158.427155,20.8995,0,16,3368.821179,20.8995,0,19,6158.427155,20.8995,0,16,3368.821179,20.8995,0,19,6158.427155,20.8995,0,16
2616,5,1,24,139.1518094,6978.38,1,17.976863,590.3886697,6978.38,1,17.976863,168.2516822,6978.38,1,17.976863,677.7441097,6978.38,1,17.976863,149.548191,6978.38,1,17.976863,608.0941348,6978.38,1,17.976863,3362.305657,18.7029,0,19,6146.516351,18.7029,0,16,3362.305657,18.7029,0,19,6146.516351,18.7029,0,16,3362.305657,18.7029,0,19,6146.516351,18.7029,0,16,3362.305657,18.7029,0,19,6146.516351,18.7029,0,16
2617,6,2,1,94.66452817,4556.15,1,17.972877,410.2129554,4556.15,1,17.972877,144.5251322,4556.15,1,17.972877,581.6503954,4556.15,1,17.972877,130.566951,4556.15,1,17.972877,531.2191634,4556.15,1,17.972877,3358.159415,17.1867,0,19,6138.936749,17.1867,0,16,3358.159415,17.1867,0,19,6138.936749,17.1867,0,16,3358.159415,17.1867,0,19,6138.936749,17.1867,0,16,3358.159415,17.1867,0,19,6138.936749,17.1867,0,16
2618,6,2,2,94.66452817,2133.91,1,17.97487,410.2129554,2133.91,1,17.97487,144.5251322,2133.91,1,17.97487,581.6503954,2133.91,1,17.97487,130.566951,2133.91,1,17.97487,531.2191634,2133.91,1,17.97487,3356.382455,16.4261,0,19,6135.688347,16.4261,0,16,3356.382455,16.4261,0,19,6135.688347,16.4261,0,16,3356.382455,16.4261,0,19,6135.688347,16.4261,0,16,3356.382455,16.4261,0,19,6135.688347,16.4261,0,16
2619,6,2,3,94.66452817,1228.61,1,17.978856,410.2129554,1228.61,1,17.978856,144.5251322,1228.61,1,17.978856,581.6503954,1228.61,1,17.978856,130.566951,1228.61,1,17.978856,531.2191634,1228.61,1,17.978856,3357.270935,16.4337,0,19,6137.312548,16.4337,0,16,3357.270935,16.4337,0,19,6137.312548,16.4337,0,16,3357.270935,16.4337,0,19,6137.312548,16.4337,0,16,3357.270935,16.4337,0,19,6137.312548,16.4337,0,16
2620,6,2,4,94.66452817,452.647,1,17.972877,410.2129554,452.647,1,17.972877,144.5251322,452.647,1,17.972877,581.6503954,452.647,1,17.972877,130.566951,452.647,1,17.972877,531.2191634,452.647,1,17.972877,3362.009497,16.5374,0,19,6145.974951,16.5374,0,16,3362.009497,16.5374,0,19,6145.974951,16.5374,0,16,3362.009497,16.5374,0,19,6145.974951,16.5374,0,16,3362.009497,16.5374,0,19,6145.974951,16.5374,0,16
2621,6,2,5,139.1518094,711.302,1,17.942982,590.3886697,711.302,1,17.942982,168.2516822,711.302,1,17.942982,677.7441097,711.302,1,17.942982,149.548191,711.302,1,17.942982,608.0941348,711.302,1,17.942982,3371.78278,17.1581,0,19,6163.841157,17.1581,0,16,3371.78278,17.1581,0,19,6163.841157,17.1581,0,16,3371.78278,17.1581,0,19,6163.841157,17.1581,0,16,3371.78278,17.1581,0,19,6163.841157,17.1581,0,16
2622,6,2,6,139.1518094,1745.92,1,17.952947,590.3886697,1745.92,1,17.952947,168.2516822,1745.92,1,17.952947,677.7441097,1745.92,1,17.952947,149.548191,1745.92,1,17.952947,608.0941348,1745.92,1,17.952947,3387.775426,17.7552,0,19,6193.076768,17.7552,0,16,3387.775426,17.7552,0,19,6193.076768,17.7552,0,16,3387.775426,17.7552,0,19,6193.076768,17.7552,0,16,3387.775426,17.7552,0,19,6193.076768,17.7552,0,16
2623,6,2,7,165.8441782,3815.17,1,18.05459,698.4940983,3815.17,1,18.05459,182.4876122,3815.17,1,18.05459,735.4003383,3815.17,1,18.05459,134.4279722,3815.17,1,18.05459,556.6166528,3815.17,1,18.05459,3408.506633,18.6756,0,19,6230.974781,18.6756,0,16,3408.506633,18.6756,0,19,6230.974781,18.6756,0,16,3408.506633,18.6756,0,19,6230.974781,18.6756,0,16,3408.506633,18.6756,0,19,6230.974781,18.6756,0,16
2624,6,2,8,174.7416344,8535.62,1,18.235953,734.5292411,8535.62,1,18.235953,187.2329222,8535.62,1,18.235953,754.6190811,8535.62,1,18.235953,122.6919901,8535.62,1,18.235953,513.965418,8535.62,1,18.235953,3430.126321,19.8068,0,19,6270.496995,19.8068,0,16,3430.126321,19.8068,0,19,6270.496995,19.8068,0,16,3430.126321,19.8068,0,19,6270.496995,19.8068,0,16,3430.126321,19.8068,0,19,6270.496995,19.8068,0,16
2625,6,2,9,216.3760644,15260.7,0,18.441232,937.6296123,15260.7,0,18.441232,266.2366684,15260.7,0,18.441232,1109.067052,15260.7,0,18.441232,217.8760644,15260.7,0,18.441232,939.1296123,15260.7,0,18.441232,3448.488247,21.2734,0,19,6304.063806,21.2734,0,16,3448.488247,21.2734,0,19,6304.063806,21.2734,0,16,3448.488247,21.2734,0,19,6304.063806,21.2734,0,16,3448.488247,21.2734,0,19,6304.063806,21.2734,0,16
2626,6,2,10,136.8127824,19916.4,0,18.606651,592.8553903,19916.4,0,18.606651,186.6733864,19916.4,0,18.606651,764.2928303,19916.4,0,18.606651,138.3127824,19916.4,0,18.606651,594.3553903,19916.4,0,18.606651,3461.223131,22.3194,0,19,6327.344015,22.3194,0,16,3461.223131,22.3194,0,19,6327.344015,22.3194,0,16,3461.223131,22.3194,0,19,6327.344015,22.3194,0,16,3461.223131,22.3194,0,19,6327.344015,22.3194,0,16
2627,6,2,11,697.8128076,19528.4,0,18.819902,3023.8555,19528.4,0,18.819902,747.6734116,19528.4,0,18.819902,3195.29294,19528.4,0,18.819902,699.3128076,19528.4,0,18.819902,3025.3555,19528.4,0,18.819902,3467.146334,22.8119,0,19,6338.172018,22.8119,0,16,3467.146334,22.8119,0,19,6338.172018,22.8119,0,16,3467.146334,22.8119,0,19,6338.172018,22.8119,0,16,3467.146334,22.8119,0,19,6338.172018,22.8119,0,16
2628,6,2,12,1175.417891,16941.8,0,19.039132,5093.47753,16941.8,0,19.039132,1225.278495,16941.8,0,19.039132,5264.91497,16941.8,0,19.039132,1176.917891,16941.8,0,19.039132,5094.97753,16941.8,0,19.039132,3467.442494,22.9436,0,19,6338.713419,22.9436,0,16,3467.442494,22.9436,0,19,6338.713419,22.9436,0,16,3467.442494,22.9436,0,19,6338.713419,22.9436,0,16,3467.442494,22.9436,0,19,6338.713419,22.9436,0,16
2629,6,2,13,183.6390907,15907.2,1,19.240425,770.564384,15907.2,1,19.240425,191.9782322,15907.2,1,19.240425,773.837824,15907.2,1,19.240425,153.7564504,15907.2,1,19.240425,630.0178761,15907.2,1,19.240425,3462.407772,22.7855,0,19,6329.509615,22.7855,0,16,3462.407772,22.7855,0,19,6329.509615,22.7855,0,16,3462.407772,22.7855,0,19,6329.509615,22.7855,0,16,3462.407772,22.7855,0,19,6329.509615,22.7855,0,16
2630,6,2,14,183.6390907,17200.6,1,19.395879,770.564384,17200.6,1,19.395879,191.9782322,17200.6,1,19.395879,773.837824,17200.6,1,19.395879,124.2104893,17200.6,1,19.395879,520.1154157,17200.6,1,19.395879,3452.338328,22.4273,0,19,6311.102009,22.4273,0,16,3452.338328,22.4273,0,19,6311.102009,22.4273,0,16,3452.338328,22.4273,0,19,6311.102009,22.4273,0,16,3452.338328,22.4273,0,19,6311.102009,22.4273,0,16
2631,6,2,15,699.8413332,16036.7,0,19.557312,3032.645777,16036.7,0,19.557312,749.7019372,16036.7,0,19.557312,3204.083217,16036.7,0,19.557312,701.3413332,16036.7,0,19.557312,3034.145777,16036.7,0,19.557312,3438.418803,21.9162,0,19,6285.6562,21.9162,0,16,3438.418803,21.9162,0,19,6285.6562,21.9162,0,16,3438.418803,21.9162,0,19,6285.6562,21.9162,0,16,3438.418803,21.9162,0,19,6285.6562,21.9162,0,16
2632,6,2,16,645.071142,15907.3,0,19.625074,2795.308282,15907.3,0,19.625074,694.931746,15907.3,0,19.625074,2966.745722,15907.3,0,19.625074,646.571142,15907.3,0,19.625074,2796.808282,15907.3,0,19.625074,3423.018478,21.1603,0,19,6257.50339,21.1603,0,16,3423.018478,21.1603,0,19,6257.50339,21.1603,0,16,3423.018478,21.1603,0,19,6257.50339,21.1603,0,16,3423.018478,21.1603,0,19,6257.50339,21.1603,0,16
2633,6,2,17,258.0735351,17329.9,0,19.597172,1118.318652,17329.9,0,19.597172,307.9341391,17329.9,0,19.597172,1289.756092,17329.9,0,19.597172,259.5735351,17329.9,0,19.597172,1119.818652,17329.9,0,19.597172,3409.691273,20.4718,0,19,6233.140382,20.4718,0,16,3409.691273,20.4718,0,19,6233.140382,20.4718,0,16,3409.691273,20.4718,0,19,6233.140382,20.4718,0,16,3409.691273,20.4718,0,19,6233.140382,20.4718,0,16
2634,6,2,18,389.1963518,21080.4,1,19.521438,1661.312516,21080.4,1,19.521438,397.5354933,21080.4,1,19.521438,1664.585956,21080.4,1,19.521438,329.7677505,21080.4,1,19.521438,1410.863547,21080.4,1,19.521438,3399.62183,20.1437,0,19,6214.732775,20.1437,0,16,3399.62183,20.1437,0,19,6214.732775,20.1437,0,16,3399.62183,20.1437,0,19,6214.732775,20.1437,0,16,3399.62183,20.1437,0,19,6214.732775,20.1437,0,16
2635,6,2,19,539.5373407,23537.7,1,19.280285,2211.970098,23537.7,1,19.280285,381.7906322,23537.7,1,19.280285,1542.587538,23537.7,1,19.280285,275.2363864,23537.7,1,19.280285,1122.017693,23537.7,1,19.280285,3392.810147,20.2157,0,19,6202.280571,20.2157,0,16,3392.810147,20.2157,0,19,6202.280571,20.2157,0,16,3392.810147,20.2157,0,19,6202.280571,20.2157,0,16,3392.810147,20.2157,0,19,6202.280571,20.2157,0,16
2636,6,2,20,539.5373407,21339.1,1,19.076999,2211.970098,21339.1,1,19.076999,381.7906322,21339.1,1,19.076999,1542.587538,21339.1,1,19.076999,275.2363864,21339.1,1,19.076999,1122.017693,21339.1,1,19.076999,3387.479266,20.38,0,19,6192.535367,20.38,0,16,3387.479266,20.38,0,19,6192.535367,20.38,0,16,3387.479266,20.38,0,19,6192.535367,20.38,0,16,3387.479266,20.38,0,19,6192.535367,20.38,0,16
2637,6,2,21,495.0500594,16166,1,18.949447,2031.794384,16166,1,18.949447,358.0640822,16166,1,18.949447,1446.493824,16166,1,18.949447,260.0513944,16166,1,18.949447,1060.517716,16166,1,18.949447,3380.075263,20.4551,0,19,6179.000363,20.4551,0,16,3380.075263,20.4551,0,19,6179.000363,20.4551,0,16,3380.075263,20.4551,0,19,6179.000363,20.4551,0,16,3380.075263,20.4551,0,19,6179.000363,20.4551,0,16
2638,6,2,22,317.1009344,10863.5,1,18.875706,1311.091527,10863.5,1,18.875706,263.1578822,10863.5,1,18.875706,1062.118967,10863.5,1,18.875706,225.473151,10863.5,1,18.875706,915.5940205,10863.5,1,18.875706,3368.525019,20.0245,0,19,6157.885755,20.0245,0,16,3368.525019,20.0245,0,19,6157.885755,20.0245,0,16,3368.525019,20.0245,0,19,6157.885755,20.0245,0,16,3368.525019,20.0245,0,19,6157.885755,20.0245,0,16
2639,6,2,23,183.6390907,7242.34,1,18.788014,770.564384,7242.34,1,18.788014,191.9782322,7242.34,1,18.788014,773.837824,7242.34,1,18.788014,168.529431,7242.34,1,18.788014,684.9691063,7242.34,1,18.788014,3352.236213,19.4166,0,19,6128.108745,19.4166,0,16,3352.236213,19.4166,0,19,6128.108745,19.4166,0,16,3352.236213,19.4166,0,19,6128.108745,19.4166,0,16,3352.236213,19.4166,0,19,6128.108745,19.4166,0,16
2640,6,2,24,139.1518094,5949.06,1,18.708294,590.3886697,5949.06,1,18.708294,168.2516822,5949.06,1,18.708294,677.7441097,5949.06,1,18.708294,149.548191,5949.06,1,18.708294,608.0941348,5949.06,1,18.708294,3332.689646,18.1587,0,19,6092.376332,18.1587,0,16,3332.689646,18.1587,0,19,6092.376332,18.1587,0,16,3332.689646,18.1587,0,19,6092.376332,18.1587,0,16,3332.689646,18.1587,0,19,6092.376332,18.1587,0,16
2641,7,2,1,94.66452817,4267.81,1,18.614623,410.2129554,4267.81,1,18.614623,144.5251322,4267.81,1,18.614623,581.6503954,4267.81,1,18.614623,130.566951,4267.81,1,18.614623,531.2191634,4267.81,1,18.614623,3313.7354,17.1867,0,19,28155.08106,17.1867,0,16,3313.7354,17.1867,0,19,19228.15439,17.1867,0,16,3313.7354,17.1867,0,19,7790.1593,17.1867,0,16,3313.7354,17.1867,0,19,8241.322742,17.1867,0,16
2642,7,2,2,94.66452817,2974.53,1,18.540882,410.2129554,2974.53,1,18.540882,144.5251322,2974.53,1,18.540882,581.6503954,2974.53,1,18.540882,130.566951,2974.53,1,18.540882,531.2191634,2974.53,1,18.540882,3298.927395,16.4261,0,19,28128.01105,16.4261,0,16,3298.927395,16.4261,0,19,19201.08438,16.4261,0,16,3298.927395,16.4261,0,19,7763.089291,16.4261,0,16,3298.927395,16.4261,0,19,8214.252732,16.4261,0,16
2643,7,2,3,94.66452817,1810.59,1,18.487071,410.2129554,1810.59,1,18.487071,144.5251322,1810.59,1,18.487071,581.6503954,1810.59,1,18.487071,130.566951,1810.59,1,18.487071,531.2191634,1810.59,1,18.487071,3290.931072,16.4337,0,19,28113.39324,16.4337,0,16,3290.931072,16.4337,0,19,19186.46657,16.4337,0,16,3290.931072,16.4337,0,19,7748.471486,16.4337,0,16,3290.931072,16.4337,0,19,8199.634927,16.4337,0,16
2644,7,2,4,94.66452817,646.64,1,18.441232,410.2129554,646.64,1,18.441232,144.5251322,646.64,1,18.441232,581.6503954,646.64,1,18.441232,130.566951,646.64,1,18.441232,531.2191634,646.64,1,18.441232,3290.634912,16.5374,0,19,28112.85184,16.5374,0,16,3290.634912,16.5374,0,19,19185.92517,16.5374,0,16,3290.634912,16.5374,0,19,7747.930085,16.5374,0,16,3290.634912,16.5374,0,19,8199.093527,16.5374,0,16
2645,7,2,5,139.1518094,581.974,1,18.385428,590.3886697,581.974,1,18.385428,168.2516822,581.974,1,18.385428,677.7441097,581.974,1,18.385428,149.548191,581.974,1,18.385428,608.0941348,581.974,1,18.385428,3298.335074,17.1581,0,19,28126.92825,17.1581,0,16,3298.335074,17.1581,0,19,19200.00158,17.1581,0,16,3298.335074,17.1581,0,19,7762.00649,17.1581,0,16,3298.335074,17.1581,0,19,8213.169932,17.1581,0,16
2646,7,2,6,139.1518094,581.974,1,18.403365,590.3886697,581.974,1,18.403365,168.2516822,581.974,1,18.403365,677.7441097,581.974,1,18.403365,149.548191,581.974,1,18.403365,608.0941348,581.974,1,18.403365,3313.43924,17.7552,0,19,10476.65619,17.7552,0,16,3313.43924,17.7552,0,19,10565.45009,17.7552,0,16,3313.43924,17.7552,0,19,6923.40161,17.7552,0,16,3313.43924,17.7552,0,19,8051.310214,17.7552,0,16
2647,7,2,7,896.1133955,2392.56,1,18.658469,3862.99404,2392.56,1,18.658469,912.7568295,2392.56,1,18.658469,3899.90028,2392.56,1,18.658469,864.6971896,2392.56,1,18.658469,3721.116594,2392.56,1,18.658469,3333.578127,18.6756,0,19,10513.4714,18.6756,1,16,3333.578127,18.6756,0,19,10602.2653,18.6756,1,16,3333.578127,18.6756,0,19,7479.946597,18.6756,1,16,3333.578127,18.6756,0,19,9284.600363,18.6756,1,16
2648,7,2,8,400.1333682,7113,1,19.061055,1711.226754,7113,1,19.061055,412.6246559,7113,1,19.061055,1731.316594,7113,1,19.061055,348.0837238,7113,1,19.061055,1490.662931,7113,1,19.061055,8978.354488,19.8068,0,19,10551.91081,19.8068,1,16,10678.03618,19.8068,0,19,10640.70471,19.8068,1,16,3795.507415,19.8068,0,19,7864.872526,19.8068,1,16,4415.286966,19.8068,0,19,10120.68973,19.8068,1,16
2649,7,2,9,94.66452817,14743.3,0,19.431753,410.2129554,14743.3,0,19.431753,144.5251322,14743.3,0,19.431753,581.6503954,14743.3,0,19.431753,96.16452817,14743.3,0,19.431753,411.7129554,14743.3,0,19.431753,8996.420254,21.2734,0,19,10584.93623,21.2734,1,16,10696.10195,21.2734,0,19,10673.73012,21.2734,1,16,4695.377024,21.2734,0,19,7897.897938,21.2734,1,16,6554.715675,21.2734,0,19,10153.71515,21.2734,1,16
2650,7,2,10,94.66452817,22632.3,0,19.778535,410.2129554,22632.3,0,19.778535,144.5251322,22632.3,0,19.778535,581.6503954,22632.3,0,19.778535,96.16452817,22632.3,0,19.778535,411.7129554,22632.3,0,19.778535,9008.562818,22.3194,1,19,10607.13363,22.3194,1,16,10708.24451,22.3194,1,19,10695.92753,22.3194,1,16,5589.32343,22.3194,1,19,7573.60883,22.3194,1,16,8688.221182,22.3194,1,19,9378.262596,22.3194,1,16
2651,7,2,11,94.66452817,25736.2,0,20.091436,410.2129554,25736.2,0,20.091436,144.5251322,25736.2,0,20.091436,581.6503954,25736.2,0,20.091436,96.16452817,25736.2,0,20.091436,411.7129554,25736.2,0,20.091436,9014.48602,22.8119,1,19,10617.96164,22.8119,1,16,10714.16772,22.8119,1,19,10706.75554,22.8119,1,16,5595.246632,22.8119,1,19,7930.923349,22.8119,1,16,8694.144384,22.8119,1,19,10186.74056,22.8119,1,16
2652,7,2,12,94.66452817,25348.2,0,20.336575,410.2129554,25348.2,0,20.336575,144.5251322,25348.2,0,20.336575,581.6503954,25348.2,0,20.336575,96.16452817,25348.2,0,20.336575,411.7129554,25348.2,0,20.336575,9015.078341,22.9436,1,19,10619.04444,22.9436,0,16,10714.76004,22.9436,1,19,10707.83834,22.9436,0,16,5154.937031,22.9436,1,19,7065.78986,22.9436,0,16,7634.055233,22.9436,1,19,8193.698464,22.9436,0,16
2653,7,2,13,183.6390907,22115,1,20.416295,770.564384,22115,1,20.416295,191.9782322,22115,1,20.416295,773.837824,22115,1,20.416295,153.7564504,22115,1,20.416295,630.0178761,22115,1,20.416295,9010.043619,22.7855,0,19,10609.84063,22.7855,1,16,10709.72531,22.7855,0,19,10698.63453,22.7855,1,16,4268.098467,22.7855,0,19,7576.315831,22.7855,1,16,5507.657568,22.7855,0,19,9380.969597,22.7855,1,16
2654,7,2,14,183.6390907,18364.5,1,20.460141,770.564384,18364.5,1,20.460141,191.9782322,18364.5,1,20.460141,773.837824,18364.5,1,20.460141,124.2104893,18364.5,1,20.460141,520.1154157,18364.5,1,20.460141,8999.974175,22.4273,0,19,10591.43303,22.4273,1,16,10699.65587,22.4273,0,19,10680.22693,22.4273,1,16,4698.930945,22.4273,0,19,7904.39474,22.4273,1,16,6558.269596,22.4273,0,19,10160.21195,22.4273,1,16
2655,7,2,15,94.66452817,13579.4,0,20.482064,410.2129554,13579.4,0,20.482064,144.5251322,13579.4,0,20.482064,581.6503954,13579.4,0,20.482064,96.16452817,13579.4,0,20.482064,411.7129554,13579.4,0,20.482064,8986.35081,21.9162,1,19,10566.52862,21.9162,1,16,10686.03251,21.9162,1,19,10655.32252,21.9162,1,16,5567.111422,21.9162,1,19,7879.490331,21.9162,1,16,8666.009174,21.9162,1,19,10135.30754,21.9162,1,16
2656,7,2,16,94.66452817,9182.25,0,20.450176,410.2129554,9182.25,0,20.450176,144.5251322,9182.25,0,20.450176,581.6503954,9182.25,0,20.450176,96.16452817,9182.25,0,20.450176,411.7129554,9182.25,0,20.450176,8971.542805,21.1603,1,19,10539.45861,21.1603,1,16,10671.2245,21.1603,1,19,10628.25251,21.1603,1,16,5111.401496,21.1603,1,19,7505.933806,21.1603,1,16,7590.519698,21.1603,1,19,9310.587572,21.1603,1,16
