hour,week_day,id_day_type,day_hour,appliance_electricity_dpt1,hot_water_dpt1,occupancy_dpt1,ventilation_supply_temperature_dpt1,appliance_electricity_dpt2,hot_water_dpt2,occupancy_dpt2,ventilation_supply_temperature_dpt2,appliance_electricity_dpt3,hot_water_dpt3,occupancy_dpt3,ventilation_supply_temperature_dpt3,appliance_electricity_dpt4,hot_water_dpt4,occupancy_dpt4,ventilation_supply_temperature_dpt4,appliance_electricity_dpt5,hot_water_dpt5,occupancy_dpt5,ventilation_supply_temperature_dpt5,appliance_electricity_dpt6,hot_water_dpt6,occupancy_dpt6,ventilation_supply_temperature_dpt6,appliance_electricity_dpt7,hot_water_dpt7,occupancy_dpt7,ventilation_supply_temperature_dpt7,appliance_electricity_dpt8,hot_water_dpt8,occupancy_dpt8,ventilation_supply_temperature_dpt8,appliance_electricity_dpt9,hot_water_dpt9,occupancy_dpt9,ventilation_supply_temperature_dpt9,appliance_electricity_dpt10,hot_water_dpt10,occupancy_dpt10,ventilation_supply_temperature_dpt10,appliance_electricity_dpt11,hot_water_dpt11,occupancy_dpt11,ventilation_supply_temperature_dpt11,appliance_electricity_dpt12,hot_water_dpt12,occupancy_dpt12,ventilation_supply_temperature_dpt12,appliance_electricity_dpt13,hot_water_dpt13,occupancy_dpt13,ventilation_supply_temperature_dpt13,appliance_electricity_dpt14,hot_water_dpt14,occupancy_dpt14,ventilation_supply_temperature_dpt14
4572,3,1,12,307.8851083,7501,0,22.168142,1334.168803,7501,0,22.168142,357.7457123,7501,0,22.168142,1505.606243,7501,0,22.168142,309.3851083,7501,0,22.168142,1335.668803,7501,0,22.168142,9098.29933,31.3681,1,19,10771.17789,31.3681,0,16,10797.98102,31.3681,1,19,10859.97179,31.3681,0,16,5238.15802,31.3681,1,19,7217.923313,31.3681,0,16,7717.276222,31.3681,1,19,8345.831917,31.3681,0,16
4573,3,1,13,183.6390907,8018.31,1,21.777514,770.564384,8018.31,1,21.777514,191.9782322,8018.31,1,21.777514,773.837824,8018.31,1,21.777514,153.7564504,8018.31,1,21.777514,630.0178761,8018.31,1,21.777514,9093.264608,30.6883,0,19,10761.97409,30.6883,1,16,10792.9463,30.6883,0,19,10850.76799,30.6883,1,16,4351.319457,30.6883,0,19,7728.449284,30.6883,1,16,5590.878557,30.6883,0,19,9533.10305,30.6883,1,16
4574,3,1,14,183.6390907,8276.96,1,21.448669,770.564384,8276.96,1,21.448669,191.9782322,8276.96,1,21.448669,773.837824,8276.96,1,21.448669,124.2104893,8276.96,1,21.448669,520.1154157,8276.96,1,21.448669,9083.195164,30.1743,0,19,10743.56648,30.1743,1,16,10782.87686,30.1743,0,19,10832.36038,30.1743,1,16,4782.151934,30.1743,0,19,8056.528193,30.1743,1,16,6641.490585,30.1743,0,19,10312.3454,30.1743,1,16
4575,3,1,15,94.66452817,7759.65,0,21.626046,410.2129554,7759.65,0,21.626046,144.5251322,7759.65,0,21.626046,581.6503954,7759.65,0,21.626046,96.16452817,7759.65,0,21.626046,411.7129554,7759.65,0,21.626046,9069.275639,29.3384,1,19,10718.12067,29.3384,1,16,10768.95733,29.3384,1,19,10806.91457,29.3384,1,16,5650.036251,29.3384,1,19,8031.082385,29.3384,1,16,8748.934003,29.3384,1,19,10286.89959,29.3384,1,16
4576,3,1,16,703.2222093,6725.03,0,21.719717,3047.29624,6725.03,0,21.719717,753.0828133,6725.03,0,21.719717,3218.73368,6725.03,0,21.719717,704.7222093,6725.03,0,21.719717,3048.79624,6725.03,0,21.719717,9053.875314,27.6442,1,19,10689.96786,27.6442,1,16,10753.55701,27.6442,1,19,10778.76176,27.6442,1,16,5193.734005,27.6442,1,19,7656.443059,27.6442,1,16,7672.852206,27.6442,1,19,9461.096825,27.6442,1,16
4577,3,1,17,635.6046891,6466.38,0,21.624053,2754.286986,6466.38,0,21.624053,685.4652931,6466.38,0,21.624053,2925.724426,6466.38,0,21.624053,637.1046891,6466.38,0,21.624053,2755.786986,6466.38,0,21.624053,9040.251949,25.6679,0,19,10665.06345,25.6679,1,16,10739.93364,25.6679,0,19,10753.85735,25.6679,1,16,4739.208719,25.6679,0,19,7631.53865,25.6679,1,16,6598.54737,25.6679,0,19,9436.192416,25.6679,1,16
4578,3,1,18,183.6390907,6983.69,1,21.520417,770.564384,6983.69,1,21.520417,191.9782322,6983.69,1,21.520417,773.837824,6983.69,1,21.520417,124.2104893,6983.69,1,21.520417,520.1154157,6983.69,1,21.520417,9030.478666,24.3143,0,19,10647.19725,24.3143,1,16,10730.16036,24.3143,0,19,10735.99115,24.3143,1,16,3847.631593,24.3143,0,19,7613.672444,24.3143,1,16,4467.411144,24.3143,0,19,9418.32621,24.3143,1,16
4579,3,1,19,183.6390907,9570.23,1,21.406816,770.564384,9570.23,1,21.406816,191.9782322,9570.23,1,21.406816,773.837824,9570.23,1,21.406816,153.7564504,9570.23,1,21.406816,630.0178761,9570.23,1,21.406816,3400.21415,23.8443,0,19,10635.28644,23.8443,0,16,3400.21415,23.8443,0,19,10724.08034,23.8443,0,16,3400.21415,23.8443,0,19,7082.031866,23.8443,0,16,3400.21415,23.8443,0,19,8209.94047,23.8443,0,16
4580,3,1,20,1373.486755,10604.8,1,21.349019,5825.750896,10604.8,1,21.349019,1215.740047,10604.8,1,21.349019,5156.368336,10604.8,1,21.349019,1109.185801,10604.8,1,21.349019,4735.798491,10604.8,1,21.349019,3395.179428,23.7206,0,19,28303.96611,23.7206,0,16,3395.179428,23.7206,0,19,19377.03944,23.7206,0,16,3395.179428,23.7206,0,19,10537.69322,23.7206,0,16,3395.179428,23.7206,0,19,11665.60183,23.7206,0,16
4581,3,1,21,573.4863828,11122.2,1,21.129789,2371.685118,11122.2,1,21.129789,436.5004055,11122.2,1,21.129789,1786.384558,11122.2,1,21.129789,338.4877177,11122.2,1,21.129789,1400.408451,11122.2,1,21.129789,3389.848546,23.6658,0,19,28294.22091,23.6658,0,16,3389.848546,23.6658,0,19,19367.29424,23.6658,0,16,3389.848546,23.6658,0,19,10527.94802,23.6658,0,16,3389.848546,23.6658,0,19,11655.85662,23.6658,0,16
4582,3,1,22,452.3359747,10087.5,1,20.942447,1897.110035,10087.5,1,20.942447,398.3929224,10087.5,1,20.942447,1648.137475,10087.5,1,20.942447,360.7081912,10087.5,1,20.942447,1501.612528,10087.5,1,20.942447,3383.036864,22.5497,0,19,28281.7687,22.5497,0,16,3383.036864,22.5497,0,19,19354.84203,22.5497,0,16,3383.036864,22.5497,0,19,10515.49581,22.5497,0,16,3383.036864,22.5497,0,19,11643.40442,22.5497,0,16
4583,3,1,23,265.0055065,8535.6,1,20.777028,1123.152186,8535.6,1,20.777028,273.344648,8535.6,1,20.777028,1126.425626,8535.6,1,20.777028,249.8958468,8535.6,1,20.777028,1037.556908,8535.6,1,20.777028,3375.632861,20.8995,0,19,28268.2337,20.8995,0,16,3375.632861,20.8995,0,19,19341.30703,20.8995,0,16,3375.632861,20.8995,0,19,7903.31194,20.8995,0,16,3375.632861,20.8995,0,19,8354.475381,20.8995,0,16
4584,3,1,24,172.9605695,5949.05,1,20.597658,736.8932966,5949.05,1,20.597658,202.0604422,5949.05,1,20.597658,824.2487366,5949.05,1,20.597658,183.356951,5949.05,1,20.597658,754.5987618,5949.05,1,20.597658,3369.413499,18.7029,0,19,28256.86429,18.7029,0,16,3369.413499,18.7029,0,19,19329.93762,18.7029,0,16,3369.413499,18.7029,0,19,7891.942536,18.7029,0,16,3369.413499,18.7029,0,19,8343.105977,18.7029,0,16
4585,4,1,1,94.66452817,2845.21,1,20.434232,410.2129554,2845.21,1,20.434232,144.5251322,2845.21,1,20.434232,581.6503954,2845.21,1,20.434232,130.566951,2845.21,1,20.434232,531.2191634,2845.21,1,20.434232,3364.971098,17.4246,0,19,28248.74329,17.4246,0,16,3364.971098,17.4246,0,19,19321.81662,17.4246,0,16,3364.971098,17.4246,0,19,7883.821533,17.4246,0,16,3364.971098,17.4246,0,19,8334.984975,17.4246,0,16
4586,4,1,2,94.66452817,1034.62,1,20.296715,410.2129554,1034.62,1,20.296715,144.5251322,1034.62,1,20.296715,581.6503954,1034.62,1,20.296715,130.566951,1034.62,1,20.296715,531.2191634,1034.62,1,20.296715,3363.194137,16.6558,0,19,28245.49489,16.6558,0,16,3363.194137,16.6558,0,19,19318.56822,16.6558,0,16,3363.194137,16.6558,0,19,7880.573132,16.6558,0,16,3363.194137,16.6558,0,19,8331.736573,16.6558,0,16
4587,4,1,3,94.66452817,646.638,1,20.314652,410.2129554,646.638,1,20.314652,144.5251322,646.638,1,20.314652,581.6503954,646.638,1,20.314652,130.566951,646.638,1,20.314652,531.2191634,646.638,1,20.314652,3364.378778,16.6638,0,19,28247.66049,16.6638,0,16,3364.378778,16.6638,0,19,19320.73382,16.6638,0,16,3364.378778,16.6638,0,19,7882.738733,16.6638,0,16,3364.378778,16.6638,0,19,8333.902174,16.6638,0,16
4588,4,1,4,94.66452817,646.638,1,20.398358,410.2129554,646.638,1,20.398358,144.5251322,646.638,1,20.398358,581.6503954,646.638,1,20.398358,130.566951,646.638,1,20.398358,531.2191634,646.638,1,20.398358,3368.821179,16.8621,0,19,28255.78149,16.8621,0,16,3368.821179,16.8621,0,19,19328.85482,16.8621,0,16,3368.821179,16.8621,0,19,7890.859735,16.8621,0,16,3368.821179,16.8621,0,19,8342.023177,16.8621,0,16
4589,4,1,5,103.5619844,1681.26,1,20.34654,446.2480983,1681.26,1,20.34654,149.2704422,1681.26,1,20.34654,600.8691383,1681.26,1,20.34654,134.363199,1681.26,1,20.34654,546.5941577,1681.26,1,20.34654,3378.890623,17.6905,0,19,10596.30563,17.6905,0,16,3378.890623,17.6905,0,19,10685.09953,17.6905,0,16,3378.890623,17.6905,0,19,6523.321278,17.6905,0,16,3378.890623,17.6905,0,19,6974.484719,17.6905,0,16
4590,4,1,6,425.8726339,4914.43,1,20.412309,1832.845576,4914.43,1,20.412309,454.9725067,4914.43,1,20.412309,1920.201016,4914.43,1,20.412309,436.2690155,4914.43,1,20.412309,1850.551041,4914.43,1,20.412309,3394.883268,18.8318,0,19,10625.54124,18.8318,0,16,3394.883268,18.8318,0,19,10714.33514,18.8318,0,16,3394.883268,18.8318,0,19,7072.286662,18.8318,0,16,3394.883268,18.8318,0,19,8200.195266,18.8318,0,16
4591,4,1,7,551.2640429,9828.88,1,20.932482,2368.646845,9828.88,1,20.932482,567.9074769,9828.88,1,20.932482,2405.553085,9828.88,1,20.932482,519.8478369,9828.88,1,20.932482,2226.7694,9828.88,1,20.932482,3415.614475,20.8171,0,19,10663.43925,20.8171,1,16,3415.614475,20.8171,0,19,10752.23315,20.8171,1,16,3415.614475,20.8171,0,19,7629.914449,20.8171,1,16,3415.614475,20.8171,0,19,9434.568216,20.8171,1,16
4592,4,1,8,174.7416344,12932.7,1,21.241397,734.5292411,12932.7,1,21.241397,187.2329222,12932.7,1,21.241397,754.6190811,12932.7,1,21.241397,122.6919901,12932.7,1,21.241397,513.965418,12932.7,1,21.241397,9060.983157,23.89,0,19,10702.96147,23.89,1,16,10760.66485,23.89,0,19,10791.75537,23.89,1,16,3878.136084,23.89,0,19,8015.923179,23.89,1,16,4497.915634,23.89,0,19,10271.74039,23.89,1,16
4593,4,1,9,94.66452817,13450.1,0,21.532375,410.2129554,13450.1,0,21.532375,144.5251322,13450.1,0,21.532375,581.6503954,13450.1,0,21.532375,96.16452817,13450.1,0,21.532375,411.7129554,13450.1,0,21.532375,9079.345083,27.6568,0,19,10736.52828,27.6568,1,16,10779.02678,27.6568,0,19,10825.32218,27.6568,1,16,4778.301853,27.6568,0,19,8049.489991,27.6568,1,16,6637.640504,27.6568,0,19,10305.3072,27.6568,1,16
4594,4,1,10,94.66452817,10604.9,0,21.7815,410.2129554,10604.9,0,21.7815,144.5251322,10604.9,0,21.7815,581.6503954,10604.9,0,21.7815,96.16452817,10604.9,0,21.7815,411.7129554,10604.9,0,21.7815,9092.079967,30.5359,1,19,10759.80849,30.5359,1,16,10791.76166,30.5359,1,19,10848.60239,30.5359,1,16,5672.840579,30.5359,1,19,7726.283683,30.5359,1,16,8771.738331,30.5359,1,19,9530.937449,30.5359,1,16
4595,4,1,11,94.66452817,8794.28,0,21.988772,410.2129554,8794.28,0,21.988772,144.5251322,8794.28,0,21.988772,581.6503954,8794.28,0,21.988772,96.16452817,8794.28,0,21.988772,411.7129554,8794.28,0,21.988772,9098.00317,31.609,1,19,10770.63649,31.609,1,16,10797.68486,31.609,1,19,10859.43039,31.609,1,16,5678.763781,31.609,1,19,8083.598203,31.609,1,16,8777.661533,31.609,1,19,10339.41541,31.609,1,16
4596,4,1,12,94.66452817,7501,0,22.198037,410.2129554,7501,0,22.198037,144.5251322,7501,0,22.198037,581.6503954,7501,0,22.198037,96.16452817,7501,0,22.198037,411.7129554,7501,0,22.198037,9098.29933,31.3681,1,19,10771.17789,31.3681,0,16,10797.98102,31.3681,1,19,10859.97179,31.3681,0,16,5238.15802,31.3681,1,19,7217.923313,31.3681,0,16,7717.276222,31.3681,1,19,8345.831917,31.3681,0,16
4597,4,1,13,233.2252721,8018.31,1,22.355484,985.4378368,8018.31,1,22.355484,241.5644136,8018.31,1,22.355484,988.7112768,8018.31,1,22.355484,203.3426318,8018.31,1,22.355484,844.8913289,8018.31,1,22.355484,9093.264608,30.6883,0,19,10761.97409,30.6883,1,16,10792.9463,30.6883,0,19,10850.76799,30.6883,1,16,4351.319457,30.6883,0,19,7728.449284,30.6883,1,16,5590.878557,30.6883,0,19,9533.10305,30.6883,1,16
4598,4,1,14,183.6390907,8276.96,1,22.572721,770.564384,8276.96,1,22.572721,191.9782322,8276.96,1,22.572721,773.837824,8276.96,1,22.572721,124.2104893,8276.96,1,22.572721,520.1154157,8276.96,1,22.572721,9083.195164,30.1743,0,19,10743.56648,30.1743,1,16,10782.87686,30.1743,0,19,10832.36038,30.1743,1,16,4782.151934,30.1743,0,19,8056.528193,30.1743,1,16,6641.490585,30.1743,0,19,10312.3454,30.1743,1,16
4599,4,1,15,101.4262802,7759.65,0,22.728175,439.5138808,7759.65,0,22.728175,151.2868842,7759.65,0,22.728175,610.9513208,7759.65,0,22.728175,102.9262802,7759.65,0,22.728175,441.0138808,7759.65,0,22.728175,9069.275639,29.3384,1,19,10718.12067,29.3384,1,16,10768.95733,29.3384,1,19,10806.91457,29.3384,1,16,5650.036251,29.3384,1,19,8031.082385,29.3384,1,16,8748.934003,29.3384,1,19,10286.89959,29.3384,1,16
4600,4,1,16,94.66452817,6725.03,0,22.712231,410.2129554,6725.03,0,22.712231,144.5251322,6725.03,0,22.712231,581.6503954,6725.03,0,22.712231,96.16452817,6725.03,0,22.712231,411.7129554,6725.03,0,22.712231,9053.875314,27.6442,1,19,10689.96786,27.6442,1,16,10753.55701,27.6442,1,19,10778.76176,27.6442,1,16,5193.734005,27.6442,1,19,7656.443059,27.6442,1,16,7672.852206,27.6442,1,19,9461.096825,27.6442,1,16
4601,4,1,17,94.66452817,6466.38,0,22.712231,410.2129554,6466.38,0,22.712231,144.5251322,6466.38,0,22.712231,581.6503954,6466.38,0,22.712231,96.16452817,6466.38,0,22.712231,411.7129554,6466.38,0,22.712231,9040.251949,25.6679,0,19,10665.06345,25.6679,1,16,10739.93364,25.6679,0,19,10753.85735,25.6679,1,16,4739.208719,25.6679,0,19,7631.53865,25.6679,1,16,6598.54737,25.6679,0,19,9436.192416,25.6679,1,16
4602,4,1,18,183.6390907,6983.69,1,22.628525,770.564384,6983.69,1,22.628525,191.9782322,6983.69,1,22.628525,773.837824,6983.69,1,22.628525,124.2104893,6983.69,1,22.628525,520.1154157,6983.69,1,22.628525,9030.478666,24.3143,0,19,10647.19725,24.3143,1,16,10730.16036,24.3143,0,19,10735.99115,24.3143,1,16,3847.631593,24.3143,0,19,7613.672444,24.3143,1,16,4467.411144,24.3143,0,19,9418.32621,24.3143,1,16
4603,4,1,19,183.6390907,9570.23,1,22.387372,770.564384,9570.23,1,22.387372,191.9782322,9570.23,1,22.387372,773.837824,9570.23,1,22.387372,153.7564504,9570.23,1,22.387372,630.0178761,9570.23,1,22.387372,3400.21415,23.8443,0,19,10635.28644,23.8443,0,16,3400.21415,23.8443,0,19,10724.08034,23.8443,0,16,3400.21415,23.8443,0,19,7082.031866,23.8443,0,16,3400.21415,23.8443,0,19,8209.94047,23.8443,0,16
4604,4,1,20,539.5373407,10604.8,1,21.986779,2211.970098,10604.8,1,21.986779,381.7906322,10604.8,1,21.986779,1542.587538,10604.8,1,21.986779,275.2363864,10604.8,1,21.986779,1122.017693,10604.8,1,21.986779,3395.179428,23.7206,0,19,28303.96611,23.7206,0,16,3395.179428,23.7206,0,19,19377.03944,23.7206,0,16,3395.179428,23.7206,0,19,10537.69322,23.7206,0,16,3395.179428,23.7206,0,19,11665.60183,23.7206,0,16
4605,4,1,21,495.0500594,11122.2,1,21.809402,2031.794384,11122.2,1,21.809402,358.0640822,11122.2,1,21.809402,1446.493824,11122.2,1,21.809402,260.0513944,11122.2,1,21.809402,1060.517716,11122.2,1,21.809402,3389.848546,23.6658,0,19,28294.22091,23.6658,0,16,3389.848546,23.6658,0,19,19367.29424,23.6658,0,16,3389.848546,23.6658,0,19,10527.94802,23.6658,0,16,3389.848546,23.6658,0,19,11655.85662,23.6658,0,16
4606,4,1,22,317.1009344,10087.5,1,21.691815,1311.091527,10087.5,1,21.691815,263.1578822,10087.5,1,21.691815,1062.118967,10087.5,1,21.691815,225.473151,10087.5,1,21.691815,915.5940205,10087.5,1,21.691815,3383.036864,22.5497,0,19,28281.7687,22.5497,0,16,3383.036864,22.5497,0,19,19354.84203,22.5497,0,16,3383.036864,22.5497,0,19,10515.49581,22.5497,0,16,3383.036864,22.5497,0,19,11643.40442,22.5497,0,16
4607,4,1,23,183.6390907,8535.6,1,21.628039,770.564384,8535.6,1,21.628039,191.9782322,8535.6,1,21.628039,773.837824,8535.6,1,21.628039,168.529431,8535.6,1,21.628039,684.9691063,8535.6,1,21.628039,3375.632861,20.8995,0,19,28268.2337,20.8995,0,16,3375.632861,20.8995,0,19,19341.30703,20.8995,0,16,3375.632861,20.8995,0,19,7903.31194,20.8995,0,16,3375.632861,20.8995,0,19,8354.475381,20.8995,0,16
4608,4,1,24,139.1518094,5949.05,1,21.54234,590.3886697,5949.05,1,21.54234,168.2516822,5949.05,1,21.54234,677.7441097,5949.05,1,21.54234,149.548191,5949.05,1,21.54234,608.0941348,5949.05,1,21.54234,3369.413499,18.7029,0,19,28256.86429,18.7029,0,16,3369.413499,18.7029,0,19,19329.93762,18.7029,0,16,3369.413499,18.7029,0,19,7891.942536,18.7029,0,16,3369.413499,18.7029,0,19,8343.105977,18.7029,0,16
4609,5,1,1,94.66452817,2845.21,1,21.464613,410.2129554,2845.21,1,21.464613,144.5251322,2845.21,1,21.464613,581.6503954,2845.21,1,21.464613,130.566951,2845.21,1,21.464613,531.2191634,2845.21,1,21.464613,3364.971098,17.4246,0,19,6151.388953,17.4246,0,16,3364.971098,17.4246,0,19,6151.388953,17.4246,0,16,3364.971098,17.4246,0,19,6151.388953,17.4246,0,16,3364.971098,17.4246,0,19,6151.388953,17.4246,0,16
4610,5,1,2,94.66452817,1034.62,1,21.394858,410.2129554,1034.62,1,21.394858,144.5251322,1034.62,1,21.394858,581.6503954,1034.62,1,21.394858,130.566951,1034.62,1,21.394858,531.2191634,1034.62,1,21.394858,3363.194137,16.6558,0,19,6148.140552,16.6558,0,16,3363.194137,16.6558,0,19,6148.140552,16.6558,0,16,3363.194137,16.6558,0,19,6148.140552,16.6558,0,16,3363.194137,16.6558,0,19,6148.140552,16.6558,0,16
4611,5,1,3,94.66452817,646.638,1,21.337061,410.2129554,646.638,1,21.337061,144.5251322,646.638,1,21.337061,581.6503954,646.638,1,21.337061,130.566951,646.638,1,21.337061,531.2191634,646.638,1,21.337061,3364.378778,16.6638,0,19,6150.306153,16.6638,0,16,3364.378778,16.6638,0,19,6150.306153,16.6638,0,16,3364.378778,16.6638,0,19,6150.306153,16.6638,0,16,3364.378778,16.6638,0,19,6150.306153,16.6638,0,16
4612,5,1,4,94.66452817,646.638,1,21.319124,410.2129554,646.638,1,21.319124,144.5251322,646.638,1,21.319124,581.6503954,646.638,1,21.319124,130.566951,646.638,1,21.319124,531.2191634,646.638,1,21.319124,3368.821179,16.8621,0,19,6158.427155,16.8621,0,16,3368.821179,16.8621,0,19,6158.427155,16.8621,0,16,3368.821179,16.8621,0,19,6158.427155,16.8621,0,16,3368.821179,16.8621,0,19,6158.427155,16.8621,0,16
4613,5,1,5,103.5619844,1681.26,1,21.356991,446.2480983,1681.26,1,21.356991,149.2704422,1681.26,1,21.356991,600.8691383,1681.26,1,21.356991,134.363199,1681.26,1,21.356991,546.5941577,1681.26,1,21.356991,3378.890623,17.6905,0,19,6176.834762,17.6905,0,16,3378.890623,17.6905,0,19,6176.834762,17.6905,0,16,3378.890623,17.6905,0,19,6176.834762,17.6905,0,16,3378.890623,17.6905,0,19,6176.834762,17.6905,0,16
4614,5,1,6,139.1518094,4914.43,1,21.454648,590.3886697,4914.43,1,21.454648,168.2516822,4914.43,1,21.454648,677.7441097,4914.43,1,21.454648,149.548191,4914.43,1,21.454648,608.0941348,4914.43,1,21.454648,3394.883268,18.8318,0,19,6206.070372,18.8318,0,16,3394.883268,18.8318,0,19,6206.070372,18.8318,0,16,3394.883268,18.8318,0,19,6206.070372,18.8318,0,16,3394.883268,18.8318,0,19,6206.070372,18.8318,0,16
4615,5,1,7,165.8441782,9828.88,1,21.446676,698.4940983,9828.88,1,21.446676,182.4876122,9828.88,1,21.446676,735.4003383,9828.88,1,21.446676,134.4279722,9828.88,1,21.446676,556.6166528,9828.88,1,21.446676,3415.614475,20.8171,0,19,6243.968385,20.8171,0,16,3415.614475,20.8171,0,19,6243.968385,20.8171,0,16,3415.614475,20.8171,0,19,6243.968385,20.8171,0,16,3415.614475,20.8171,0,19,6243.968385,20.8171,0,16
4616,5,1,8,174.7416344,12932.7,1,21.643983,734.5292411,12932.7,1,21.643983,187.2329222,12932.7,1,21.643983,754.6190811,12932.7,1,21.643983,122.6919901,12932.7,1,21.643983,513.965418,12932.7,1,21.643983,3437.234163,23.89,0,19,6283.490599,23.89,0,16,3437.234163,23.89,0,19,6283.490599,23.89,0,16,3437.234163,23.89,0,19,6283.490599,23.89,0,16,3437.234163,23.89,0,19,6283.490599,23.89,0,16
4617,5,1,9,94.66452817,13450.1,0,21.498494,410.2129554,13450.1,0,21.498494,144.5251322,13450.1,0,21.498494,581.6503954,13450.1,0,21.498494,96.16452817,13450.1,0,21.498494,411.7129554,13450.1,0,21.498494,3455.596089,27.6568,0,19,6317.057411,27.6568,0,16,3455.596089,27.6568,0,19,6317.057411,27.6568,0,16,3455.596089,27.6568,0,19,6317.057411,27.6568,0,16,3455.596089,27.6568,0,19,6317.057411,27.6568,0,16
4618,5,1,10,94.66452817,10604.9,0,21.715731,410.2129554,10604.9,0,21.715731,144.5251322,10604.9,0,21.715731,581.6503954,10604.9,0,21.715731,96.16452817,10604.9,0,21.715731,411.7129554,10604.9,0,21.715731,3468.330974,30.5359,0,19,6340.337619,30.5359,0,16,3468.330974,30.5359,0,19,6340.337619,30.5359,0,16,3468.330974,30.5359,0,19,6340.337619,30.5359,0,16,3468.330974,30.5359,0,19,6340.337619,30.5359,0,16
4619,5,1,11,94.66452817,8794.28,0,21.90108,410.2129554,8794.28,0,21.90108,144.5251322,8794.28,0,21.90108,581.6503954,8794.28,0,21.90108,96.16452817,8794.28,0,21.90108,411.7129554,8794.28,0,21.90108,3474.254176,31.609,0,19,6351.165623,31.609,0,16,3474.254176,31.609,0,19,6351.165623,31.609,0,16,3474.254176,31.609,0,19,6351.165623,31.609,0,16,3474.254176,31.609,0,19,6351.165623,31.609,0,16
4620,5,1,12,204.4303025,7501,0,21.998737,885.8646442,7501,0,21.998737,254.2909065,7501,0,21.998737,1057.302084,7501,0,21.998737,205.9303025,7501,0,21.998737,887.3646442,7501,0,21.998737,3474.550336,31.3681,0,19,6351.707023,31.3681,0,16,3474.550336,31.3681,0,19,6351.707023,31.3681,0,16,3474.550336,31.3681,0,19,6351.707023,31.3681,0,16,3474.550336,31.3681,0,19,6351.707023,31.3681,0,16
4621,5,1,13,226.9368427,8018.31,1,22.038597,958.1879762,8018.31,1,22.038597,235.2759842,8018.31,1,22.038597,961.4614162,8018.31,1,22.038597,197.0542025,8018.31,1,22.038597,817.6414683,8018.31,1,22.038597,3469.515614,30.6883,0,19,6342.50322,30.6883,0,16,3469.515614,30.6883,0,19,6342.50322,30.6883,0,16,3469.515614,30.6883,0,19,6342.50322,30.6883,0,16,3469.515614,30.6883,0,19,6342.50322,30.6883,0,16
4622,5,1,14,235.4791894,8276.96,1,22.046569,995.2048119,8276.96,1,22.046569,243.8183309,8276.96,1,22.046569,998.4782519,8276.96,1,22.046569,176.050588,8276.96,1,22.046569,744.7558437,8276.96,1,22.046569,3459.446171,30.1743,0,19,6324.095613,30.1743,0,16,3459.446171,30.1743,0,19,6324.095613,30.1743,0,16,3459.446171,30.1743,0,19,6324.095613,30.1743,0,16,3459.446171,30.1743,0,19,6324.095613,30.1743,0,16
4623,5,1,15,231.7027023,7759.65,0,22.092408,1004.045043,7759.65,0,22.092408,281.5633063,7759.65,0,22.092408,1175.482483,7759.65,0,22.092408,233.2027023,7759.65,0,22.092408,1005.545043,7759.65,0,22.092408,3445.526646,29.3384,0,19,6298.649805,29.3384,0,16,3445.526646,29.3384,0,19,6298.649805,29.3384,0,16,3445.526646,29.3384,0,19,6298.649805,29.3384,0,16,3445.526646,29.3384,0,19,6298.649805,29.3384,0,16
4624,5,1,16,96.69305377,6725.03,0,22.084436,419.003233,6725.03,0,22.084436,146.5536578,6725.03,0,22.084436,590.440673,6725.03,0,22.084436,98.19305377,6725.03,0,22.084436,420.503233,6725.03,0,22.084436,3430.126321,27.6442,0,19,6270.496995,27.6442,0,16,3430.126321,27.6442,0,19,6270.496995,27.6442,0,16,3430.126321,27.6442,0,19,6270.496995,27.6442,0,16,3430.126321,27.6442,0,19,6270.496995,27.6442,0,16
4625,5,1,17,146.5046269,6466.38,0,21.976814,634.8533834,6466.38,0,21.976814,196.3652309,6466.38,0,21.976814,806.2908234,6466.38,0,21.976814,148.0046269,6466.38,0,21.976814,636.3533834,6466.38,0,21.976814,3416.502956,25.6679,0,19,6245.592586,25.6679,0,16,3416.502956,25.6679,0,19,6245.592586,25.6679,0,16,3416.502956,25.6679,0,19,6245.592586,25.6679,0,16,3416.502956,25.6679,0,19,6245.592586,25.6679,0,16
4626,5,1,18,183.6390907,6983.69,1,21.851255,770.564384,6983.69,1,21.851255,191.9782322,6983.69,1,21.851255,773.837824,6983.69,1,21.851255,124.2104893,6983.69,1,21.851255,520.1154157,6983.69,1,21.851255,3406.729672,24.3143,0,19,6227.72638,24.3143,0,16,3406.729672,24.3143,0,19,6227.72638,24.3143,0,16,3406.729672,24.3143,0,19,6227.72638,24.3143,0,16,3406.729672,24.3143,0,19,6227.72638,24.3143,0,16
4627,5,1,19,208.4321814,9570.23,1,21.68185,878.0011104,9570.23,1,21.68185,216.7713229,9570.23,1,21.68185,881.2745504,9570.23,1,21.68185,178.5495411,9570.23,1,21.68185,737.4546025,9570.23,1,21.68185,3400.21415,23.8443,0,19,6215.815576,23.8443,0,16,3400.21415,23.8443,0,19,6215.815576,23.8443,0,16,3400.21415,23.8443,0,19,6215.815576,23.8443,0,16,3400.21415,23.8443,0,19,6215.815576,23.8443,0,16
